RegistrationNum,RentalHousingUnits,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip
001-0121353,1,6/5/16,6/5/21,Active,937 22ND AVE,SEATTLE,WA,98122
001-0127239,1,10/5/16,10/5/21,Active,2954 S FRONTENAC ST,SEATTLE,WA,98108
001-0117246,1,2/22/16,2/22/21,Active,6012 GOULD AVE S,SEATTLE,WA,98108
001-0121895,1,6/14/16,6/14/21,Active,1132 N 80TH ST,SEATTLE,WA,98103
001-0128746,1,12/6/16,12/6/21,Active,9012 36TH AVE S,SEATTLE,WA,98118
001-0123573,1,7/2/16,7/2/21,Active,4255 LINDEN AVE N,SEATTLE,WA,98103
001-0117654,3,3/5/16,3/5/21,Active,14001 35TH AVE NE,SEATTLE,WA,98125
001-0125166,1,8/31/16,8/31/21,Active,7033 5TH AVE NW,SEATTLE,WA,98117
001-0115070,2,12/31/15,12/31/20,Active,561 LEE ST,SEATTLE,WA,98109
001-0110536,1,10/24/15,10/24/20,Active,6533 31ST AVE NE,SEATTLE,WA,98115
001-0115464,1,12/30/15,12/30/20,Active,1907 20TH AVE S,SEATTLE,WA,98144
001-0117050,1,2/16/16,2/16/21,Active,2113 2ND AVE N,SEATTLE,WA,98109
001-0121594,1,6/9/16,6/9/21,Active,306 26TH AVE E,SEATTLE,WA,98112
001-0123676,1,7/5/16,7/5/21,Active,8407 36TH AVE SW,SEATTLE,WA,98126
001-0118938,1,3/27/16,3/27/21,Active,14329 19TH AVE NE,SEATTLE,WA,98125
001-0134292,1,7/17/18,7/17/23,Active,8037 WALLINGFORD AVE N,SEATTLE,WA,98103
001-0120624,1,5/13/16,5/13/21,Active,3818 B INTERLAKE AVE N,SEATTLE,WA,98103
001-0119990,1,4/21/16,4/21/21,Active,2202 NE 83RD ST,SEATTLE,WA,98115
001-0111825,1,9/29/15,9/29/20,Active,1623 45TH AVE SW,SEATTLE,WA,98116
001-0117892,1,3/9/16,3/9/21,Active,12060 LAKESIDE AVE NE,SEATTLE,WA,98125
001-0129788,1,12/31/16,12/31/21,Active,6257 28TH AVE NE,SEATTLE,WA,98115
001-0131144,1,4/5/17,4/5/22,Active,321 BOYLSTON AVE E,SEATTLE,WA,98102
001-0118754,4,3/22/16,3/22/21,Active,1915 E CHERRY ST,SEATTLE,WA,98122
001-0118204,1,3/18/16,3/18/21,Active,4227 PALATINE AVE N,SEATTLE,WA,98103
001-0112832,3,11/6/15,11/6/20,Active,6240 6TH AVE NW,SEATTLE,WA,98107
001-0130399,1,1/19/17,1/19/22,Active,8027 18TH AVE NE,SEATTLE,WA,98115
001-0128482,1,11/30/16,11/30/21,Active,9102 20TH AVE NE,SEATTLE,WA,98115
001-0124229,1,7/25/16,7/25/21,Active,2629 S AVON CREST PL,SEATTLE,WA,98108
001-0119389,1,3/31/16,3/31/21,Active,6429 23RD AVE S,SEATTLE,WA,98108
001-0111424,1,9/24/15,9/24/20,Active,2616 QUEEN ANNE AVE N,SEATTLE,WA,98109
001-0133780,1,4/25/18,4/25/23,Active,3045 20TH AVE W,SEATTLE,WA,98199
001-0130089,1,1/13/17,1/13/22,Active,1637 21ST AVE,SEATTLE,WA,98122
001-0117782,1,3/8/16,3/8/21,Active,11320 LAKESIDE AVE NE,SEATTLE,WA,98125
001-0120998,2,5/27/16,5/27/21,Active,9028 PHINNEY AVE N,SEATTLE,WA,98103
001-0130520,1,1/20/17,1/20/22,Active,340 NW 83RD ST,SEATTLE,WA,98117
001-0128113,1,11/21/16,11/21/21,Active,1216 NE 68TH ST,SEATTLE,WA,98115
001-0122669,1,8/5/16,8/5/21,Active,442 27TH AVE E,SEATTLE,WA,98112
001-0127291,1,10/10/16,10/10/21,Active,8057 25TH AVE NW,SEATTLE,WA,98117
001-0112893,1,11/6/15,11/6/20,Active,5219 48TH AVE SW,SEATTLE,WA,98136
001-0122462,1,6/28/16,6/28/21,Active,4002 LINDEN AVE N,SEATTLE,WA,98103
001-0127444,1,10/13/16,10/13/21,Active,7525 28TH AVE NW,SEATTLE,WA,98117
001-0130198,1,1/9/17,1/9/22,Active,2707 NE 60TH ST,SEATTLE,WA,98115
001-0118784,1,4/14/16,4/14/21,Active,1835 M L KING JR WAY,SEATTLE,WA,98122
001-0121567,2,6/9/16,6/9/21,Active,4108 EASTERN AVE N,SEATTLE,WA,98103
001-0121783,4,8/4/16,8/4/21,Active,6207 LINDEN AVE N,SEATTLE,WA,98103
001-0130145,1,1/13/17,1/13/22,Active,508 NE 72ND ST,SEATTLE,WA,98115
001-0129899,1,1/3/17,1/3/22,Active,1415 2ND AVE,SEATTLE,WA,98101
001-0113715,1,11/30/15,11/30/20,Active,5440 LEARY AVE NW,SEATTLE,WA,98107
001-0110993,1,9/18/15,9/18/20,Active,11711 C GREENWOOD AVE N,SEATTLE,WA,98133
001-0126565,1,9/26/16,9/26/21,Active,1429 N 53RD ST,SEATTLE,WA,98103
001-0120147,1,5/4/16,5/4/21,Active,1719 26TH AVE E,SEATTLE,WA,98112
001-0112586,1,10/13/15,10/13/20,Active,210 BOYLSTON AVE E,SEATTLE,WA,98102
001-0128542,1,12/2/16,12/2/21,Active,1105 SPRING ST,SEATTLE,WA,98104
001-0123117,1,6/29/16,6/29/21,Active,1053 25TH AVE E,SEATTLE,WA,98112
001-0126690,2,10/12/16,10/12/21,Active,6544 11TH AVE NW,SEATTLE,WA,98117
001-0113270,1,12/4/15,12/4/20,Active,803 LAKE WASHINGTON BLVD S,SEATTLE,WA,98144
001-0125616,1,10/21/16,10/21/21,Active,8303 35TH AVE SW,SEATTLE,WA,98126
001-0117310,4,2/26/16,2/26/21,Active,242 32ND AVE,SEATTLE,WA,98122
001-0124928,1,8/18/16,8/18/21,Active,5642 49TH AVE SW,SEATTLE,WA,98136
001-0112295,1,10/13/15,10/13/20,Active,10309 8TH AVE NW,SEATTLE,WA,98177
001-0123599,1,7/4/16,7/4/21,Active,1408 12TH AVE,SEATTLE,WA,98122
001-0116850,1,2/10/16,2/10/21,Active,13701 2ND AVE NE,SEATTLE,WA,98125
001-0113238,1,11/15/15,11/15/20,Active,201 GALER ST,SEATTLE,WA,98109
001-0125183,1,8/25/16,8/25/21,Active,1512 NE 88TH ST,SEATTLE,WA,98115
001-0124096,4,8/18/16,8/18/21,Active,751 S SULLIVAN ST,SEATTLE,WA,98108
001-0128834,1,12/20/16,12/20/21,Active,7307 33RD AVE NE,SEATTLE,WA,98115
001-0130612,1,1/21/17,1/21/22,Active,14331 PHINNEY AVE N,SEATTLE,WA,98133
001-0123211,1,6/29/16,6/29/21,Active,1609 N 38TH ST,SEATTLE,WA,98103
001-0124792,1,12/8/16,12/8/21,Active,5910 51ST AVE S,SEATTLE,WA,98118
001-0129995,1,1/6/17,1/6/22,Active,11252 CRESTWOOD DR S,SEATTLE,WA,98178
001-0127211,2,10/4/16,10/4/21,Active,4715 Whitman Ave,Seattle,WA,98103
001-0130285,1,1/10/17,1/10/22,Active,2114 NE 83RD ST,SEATTLE,WA,98115
001-0121445,2,6/7/16,6/7/21,Active,1915 E ROY ST,SEATTLE,WA,98112
001-0132097,1,9/15/17,9/15/22,Active,1122 34TH AVE,SEATTLE,WA,98122
001-0113498,2,11/21/15,11/21/20,Active,4906 6TH AVE NW,SEATTLE,WA,98107
001-0132463,1,10/12/17,10/12/22,Active,1521 2ND AVE,SEATTLE,WA,98101
001-0117729,2,3/7/16,3/7/21,Active,1715 E HOWELL ST,SEATTLE,WA,98122
001-0118045,4,3/11/16,3/11/21,Active,2227 E TERRACE ST,SEATTLE,WA,98122
001-0110734,1,9/14/15,9/14/20,Active,507 W MERCER ST,SEATTLE,WA,98119
001-0131362,1,4/11/17,4/11/22,Active,2745 NE 96TH ST,SEATTLE,WA,98115
001-0124706,1,8/16/16,8/16/21,Active,8052 16TH AVE NW,SEATTLE,WA,98117
001-0124705,4,8/16/16,8/16/21,Active,1031 NW 65TH ST,SEATTLE,WA,98117
001-0120504,1,5/11/16,5/11/21,Active,6049 48TH AVE SW,SEATTLE,WA,98136
001-0121412,1,6/6/16,6/6/21,Active,9215 D ROOSEVELT WAY NE,SEATTLE,WA,98115
001-0116147,1,1/12/16,1/12/21,Active,9429 20TH AVE SW,SEATTLE,WA,98106
001-0121812,1,6/16/16,6/16/21,Active,4547 8TH AVE NE,SEATTLE,WA,98105
001-0117037,2,4/5/16,4/5/21,Active,6006 BEACON AVE S,SEATTLE,WA,98108
001-0129461,1,12/22/16,12/22/21,Active,13544 WALLINGFORD AVE N,SEATTLE,WA,98133
001-0129292,1,12/19/16,12/19/21,Active,2801 1ST AVE,SEATTLE,WA,98121
001-0133804,1,4/30/18,4/30/23,Active,616 14TH AVE E,SEATTLE,WA,98112
001-0123226,1,6/30/16,6/30/21,Active,9058 WALLINGFORD AVE N,SEATTLE,WA,98103
001-0113410,3,11/18/15,11/18/20,Active,1507 5TH AVE N,SEATTLE,WA,98109
001-0126680,1,9/28/16,9/28/21,Active,9704 MARY AVE NW,SEATTLE,WA,98117
001-0118768,1,3/30/16,3/30/21,Active,1607 A 21ST AVE,SEATTLE,WA,98122
001-0125773,4,9/9/16,9/9/21,Active,1412 NW 70TH ST,SEATTLE,WA,98117
001-0118476,1,3/18/16,3/18/21,Active,1332 S PEARL ST,SEATTLE,WA,98108
001-0131798,1,6/15/17,6/15/22,Active,3965 FREMONT AVE N,SEATTLE,WA,98103
001-0131272,1,3/31/17,3/31/22,Active,6518 7TH AVE NW,SEATTLE,WA,98117
001-0111353,2,9/26/15,9/26/20,Active,2918 C FUHRMAN AVE E,SEATTLE,WA,98102
001-0127682,2,10/24/16,10/24/21,Active,319 M L KING JR WAY E,SEATTLE,WA,98112
001-0117203,1,2/21/16,2/21/21,Active,12529 14TH AVE NE,SEATTLE,WA,98125
001-0127077,1,10/3/16,10/3/21,Active,8331 JONES AVE NW,SEATTLE,WA,98117
001-0116793,1,2/19/16,2/19/21,Active,11532 15TH AVE NE,SEATTLE,WA,98125
001-0126624,4,9/26/16,9/26/21,Active,3319 S BRANDON ST,SEATTLE,WA,98118
001-0128265,1,11/28/16,11/28/21,Active,7528 28TH AVE NE,SEATTLE,WA,98115
001-0113830,1,12/3/15,12/3/20,Active,3017 15TH AVE S,SEATTLE,WA,98144
001-0113145,1,11/12/15,11/12/20,Active,3621 22ND AVE W,SEATTLE,WA,98199
001-0132217,1,9/6/17,9/6/22,Active,1920 4TH AVE,SEATTLE,WA,98101
001-0118302,1,4/14/16,4/14/21,Active,826 20TH AVE,SEATTLE,WA,98122
001-0107633,1,6/25/15,6/25/20,Active,100 B W FLORENTIA ST,SEATTLE,WA,98119
001-0104807,4,3/27/15,3/27/20,Active,122 20th AVE E,SEATTLE,WA,98112
001-0112668,3,10/29/15,10/29/20,Active,950 W EMERSON ST,SEATTLE,WA,98119
001-0115513,2,12/30/15,12/30/20,Active,2557 12TH AVE W,SEATTLE,WA,98119
001-0113823,1,12/3/15,12/3/20,Active,314 25TH AVE S,SEATTLE,WA,98144
001-0119264,1,4/6/16,4/6/21,Active,843 S ROSE ST,SEATTLE,WA,98108
001-0111247,4,10/24/15,10/24/20,Active,10005 7TH AVE NW,SEATTLE,WA,98177
001-0121630,4,6/10/16,6/10/21,Active,7301 WINONA AVE N,SEATTLE,WA,98103
001-0132851,1,11/21/17,11/21/22,Active,9266 50TH AVE S,SEATTLE,WA,98118
001-0111399,1,9/24/15,9/24/20,Active,939 N 101ST ST,SEATTLE,WA,98133
001-0116919,1,2/11/16,2/11/21,Active,1617 5TH AVE N,SEATTLE,WA,98109
001-0111900,1,10/2/15,10/2/20,Active,2523 8TH AVE W,SEATTLE,WA,98119
001-0131355,1,4/10/17,4/10/22,Active,11645 54th AVE S,SEATTLE,WA,98178
001-0126757,3,9/28/16,9/28/21,Active,826 NW 96TH ST,SEATTLE,WA,98117
001-0126401,1,9/22/16,9/22/21,Active,4821 43RD AVE S,SEATTLE,WA,98118
001-0116039,2,1/22/16,1/22/21,Active,2561 4TH AVE N,SEATTLE,WA,98109
001-0122512,1,7/1/16,7/1/21,Active,4027 CORLISS AVE N,SEATTLE,WA,98103
001-0129800,1,12/31/16,12/31/21,Active,1420 TERRY AVE,SEATTLE,WA,98101
001-0111391,1,9/25/15,9/25/20,Active,947 N 103RD ST,SEATTLE,WA,98133
001-0121178,1,6/10/16,6/10/21,Active,4004 SW THISTLE ST,SEATTLE,WA,98136
001-0120371,3,5/9/16,5/9/21,Active,1219 N 48TH ST,SEATTLE,WA,98103
001-0112882,1,11/10/15,11/10/20,Active,2312 VIEWMONT WAY W,SEATTLE,WA,98199
001-0130811,1,2/7/17,2/7/22,Active,6019 BEACH DR SW,SEATTLE,WA,98136
001-0119056,1,3/28/16,3/28/21,Active,2614 A E UNION ST,SEATTLE,WA,98122
001-0126771,1,9/28/16,9/28/21,Active,6535 28TH AVE NE,SEATTLE,WA,98115
001-0126769,1,9/28/16,9/28/21,Active,4785 B 35TH AVE S,SEATTLE,WA,98118
001-0124571,1,8/15/16,8/15/21,Active,6307 39TH AVE SW,SEATTLE,WA,98136
001-0130282,1,1/10/17,1/10/22,Active,611 NE 78TH ST,SEATTLE,WA,98115
001-0133369,1,2/17/18,2/17/23,Active,1420 E Pine ST,,,
001-0130138,1,1/9/17,1/9/22,Active,1524 NE 75TH ST,SEATTLE,WA,98115
001-0100705,27,9/3/14,9/3/19,Active,84 Union ST,Seattle,WA,98101
001-0122654,2,6/28/16,6/28/21,Active,4230 MIDVALE AVE N,SEATTLE,WA,98103
001-0113271,1,11/16/15,11/16/20,Active,2748 60TH AVE SW,SEATTLE,WA,98116
001-0128387,1,11/29/16,11/29/21,Active,11762 BEACON AVE S,SEATTLE,WA,98178
001-0128420,1,11/28/16,11/28/21,Active,3823 SUNNYSIDE AVE N,SEATTLE,WA,98103
001-0121877,2,6/14/16,6/14/21,Active,9053 FREMONT AVE N,SEATTLE,WA,98103
001-0127169,1,10/18/16,10/18/21,Active,8638 BEACON AVE S,SEATTLE,WA,98118
001-0110282,1,9/6/15,9/6/20,Active,3213 A 64TH AVE SW,SEATTLE,WA,98116
001-0126531,1,9/23/16,9/23/21,Active,3242 B S EDMUNDS ST,SEATTLE,WA,98118
001-0133131,1,1/6/18,1/6/23,Active,2000 Alaskan,,,
001-0116338,1,1/25/16,1/25/21,Active,5705 20TH AVE NW,SEATTLE,WA,98107
001-0122030,1,6/15/16,6/15/21,Active,726 N 89TH ST,SEATTLE,WA,98103
001-0130005,1,1/4/17,1/4/22,Active,5923 S CARVER ST,SEATTLE,WA,98118
001-0112719,1,10/28/15,10/28/20,Active,752 BELLEVUE AVE E,SEATTLE,WA,98102
001-0132156,2,8/1/17,8/1/22,Active,4358 LEARY WAY NW,SEATTLE,WA,98107
001-0127035,1,9/30/16,9/30/21,Active,9038 A MARY AVE NW,SEATTLE,WA,98117
001-0123750,3,7/12/16,7/12/21,Active,4236 FRANCIS AVE N,SEATTLE,WA,98103
001-0122609,1,6/23/16,6/23/21,Active,4676 EASTERN AVE N,SEATTLE,WA,98103
001-0111963,1,9/29/15,9/29/20,Active,1305 30TH AVE S,SEATTLE,WA,98144
001-0115248,4,12/28/15,12/28/20,Active,1440 NW 60TH ST,SEATTLE,WA,98107
001-0116697,1,2/7/16,2/7/21,Active,2418 S EDDY ST,SEATTLE,WA,98108
001-0122711,1,6/24/16,6/24/21,Active,2810 16 AVE S,SEATTLE,WA,98144
001-0132142,1,8/2/17,8/2/22,Active,1920 4th AVE,SEATTLE,WA,98101
001-0133637,1,4/2/18,4/2/23,Active,3034 A 31ST AVE W,SEATTLE,WA,98199
001-0111078,1,9/19/15,9/19/20,Active,747 BELMONT PL E,SEATTLE,WA,98102
001-0122572,2,7/1/16,7/1/21,Active,5401 FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0117829,1,3/8/16,3/8/21,Active,12734 42ND AVE NE,SEATTLE,WA,98125
001-0129734,1,12/30/16,12/30/21,Active,819 VIRGINIA ST,SEATTLE,WA,98101
001-0129975,1,1/4/17,1/4/22,Active,6808 26TH AVE NE,SEATTLE,WA,98115
001-0129331,1,12/23/16,12/23/21,Active,519 NE 83RD ST,SEATTLE,WA,98115
001-0115587,1,12/30/15,12/30/20,Active,1701 B 16TH AVE S,SEATTLE,WA,98144
001-0111848,1,9/29/15,9/29/20,Active,11602 2ND AVE NW,SEATTLE,WA,98177
001-0117530,1,3/3/16,3/3/21,Active,222 NE 125TH ST,SEATTLE,WA,98125
001-0123816,2,7/8/16,7/8/21,Active,6223 3RD AVE NW,SEATTLE,WA,98107
001-0131917,1,7/6/17,7/6/22,Active,8025 12TH AVE NE,SEATTLE,WA,98115
001-0112226,2,9/30/15,9/30/20,Active,2534 56TH AVE SW,SEATTLE,WA,98116
001-0126789,1,9/29/16,9/29/21,Active,3720 35TH AVE SW,SEATTLE,WA,98126
001-0129608,2,12/26/16,12/26/21,Active,8757 A 15TH AVE NW,SEATTLE,WA,98117
001-0132385,1,9/18/17,9/18/22,Active,10550 11TH AVE NW,SEATTLE,WA,98177
001-0124010,1,7/13/16,7/13/21,Active,1153 N 82ND ST,SEATTLE,WA,98103
001-0131649,1,5/20/17,5/20/22,Active,1722 46TH AVE SW,SEATTLE,WA,98116
001-0110453,1,9/22/15,9/22/20,Active,1922 FRANKLIN AVE E,SEATTLE,WA,98102
001-0111149,1,10/5/15,10/5/20,Active,4456 44TH AVE SW,SEATTLE,WA,98116
001-0112681,2,10/22/15,10/22/20,Active,3915 WOODLAWN AVE N,SEATTLE,WA,98103
001-0119468,2,3/31/16,3/31/21,Active,13507 1ST AVE NE,SEATTLE,WA,98125
001-0127243,1,11/3/16,11/3/21,Active,3526 SW AUSTIN ST,SEATTLE,WA,98126
001-0113281,1,11/16/15,11/16/20,Active,1623 A S WELLER ST,SEATTLE,WA,98144
001-0113392,1,12/1/15,12/1/20,Active,2530 30TH AVE W,SEATTLE,WA,98199
001-0113251,1,12/14/15,12/14/20,Active,201 GALER ST,SEATTLE,WA,98109
001-0131653,1,5/20/17,5/20/22,Active,5844 NE 75TH ST,SEATTLE,WA,98115
001-0126854,1,9/29/16,9/29/21,Active,4213 2ND AVE NE,SEATTLE,WA,98105
001-0129907,1,1/3/17,1/3/22,Active,1415 2ND AVE,SEATTLE,WA,98101
001-0110276,1,9/6/15,9/6/20,Active,5201 22ND AVE NE,SEATTLE,WA,98105
001-0120545,1,5/12/16,5/12/21,Active,711 E DENNY WAY,SEATTLE,WA,98122
001-0130039,1,1/5/17,1/5/22,Active,8008 21ST AVE NE,SEATTLE,WA,98115
001-0115567,1,12/30/15,12/30/20,Active,1912 14TH AVE S,SEATTLE,WA,98144
001-0131080,1,3/14/17,3/14/22,Active,2801 1ST AVE,SEATTLE,WA,98121
001-0130956,1,2/22/17,2/22/22,Active,4507 40TH AVE SW,SEATTLE,WA,98116
001-0123298,1,6/30/16,6/30/21,Active,11442 MARINE VIEW DR SW,SEATTLE,WA,98146
001-0130848,1,2/11/17,2/11/22,Active,910 LENORA ST,SEATTLE,WA,98121
001-0111863,1,9/30/15,9/30/20,Active,7423 WOODLAWN AVE NE,SEATTLE,WA,98115
001-0117436,2,2/27/16,2/27/21,Active,12001 33RD AVE NE,SEATTLE,WA,98125
001-0127833,1,10/28/16,10/28/21,Active,1757 D NW 58TH ST,SEATTLE,WA,98107
001-0114359,1,12/12/15,12/12/20,Active,1140 NW 56TH ST,SEATTLE,WA,98107
001-0120832,4,5/18/16,5/18/21,Active,3830 AURORA AVE N,SEATTLE,WA,98103
001-0114737,1,12/18/15,12/18/20,Active,2900 S COURT ST,SEATTLE,WA,98144
001-0129879,1,1/6/17,1/6/22,Active,1718 NE 88TH ST,SEATTLE,WA,98115
001-0130890,1,2/15/17,2/15/22,Active,4714 49TH AVE S,SEATTLE,WA,98118
001-0108098,2,6/29/15,6/29/20,Active,3950 NE 1ST AVE NE,SEATTLE,WA,98105
001-0126242,1,9/20/16,9/20/21,Active,6510 21ST AVE NW,SEATTLE,WA,98117
001-0119324,1,3/30/16,3/30/21,Active,12022 A 32ND AVE NE,SEATTLE,WA,98125
001-0122321,3,8/4/16,8/4/21,Active,520 N 47TH ST,SEATTLE,WA,98103
001-0127192,1,11/8/16,11/8/21,Active,8420 ISLAND DR S,SEATTLE,WA,98118
001-0132926,1,12/4/17,12/4/22,Active,9505 8TH AVE NW,SEATTLE,WA,98117
001-0119231,1,3/31/16,3/31/21,Active,12742 C 35TH AVE NE,SEATTLE,WA,98125
001-0121297,1,6/2/16,6/2/21,Active,917 N 84TH ST,SEATTLE,WA,98103
001-0115069,2,12/31/15,12/31/20,Active,318 NW 62ND ST,SEATTLE,WA,98107
001-0117307,1,2/29/16,2/28/21,Active,1814 17TH AVE S,SEATTLE,WA,98144
001-0120633,1,5/18/16,5/18/21,Active,725 N 74TH ST,SEATTLE,WA,98103
001-0112312,2,10/24/15,10/24/20,Active,6111 SW STEVENS ST,SEATTLE,WA,98116
001-0118252,1,3/17/16,3/17/21,Active,4815 15TH AVE S,SEATTLE,WA,98108
001-0124227,2,8/5/16,8/5/21,Active,1309 N 97TH ST,SEATTLE,WA,98103
001-0117199,3,2/21/16,2/21/21,Active,6022 SW STEVENS ST,SEATTLE,WA,98116
001-0126935,1,9/30/16,9/30/21,Active,6505 52ND AVE S,SEATTLE,WA,98118
001-0124383,1,8/6/16,8/6/21,Active,347 NW 81ST ST,SEATTLE,WA,98117
001-0112833,3,11/5/15,11/5/20,Active,2015 15TH AVE S,SEATTLE,WA,98144
001-0132306,1,8/31/17,8/31/22,Active,2608 37th,,,
001-0133546,1,3/17/18,3/17/23,Active,720 QUEEN ANNE AVE N,SEATTLE,WA,98109
001-0110519,1,9/10/15,9/10/20,Active,14319 ROSLYN PL N,SEATTLE,WA,98133
001-0125567,1,9/6/16,9/6/21,Active,819 B NW 97TH ST,SEATTLE,WA,98117
001-0132338,1,9/5/17,9/5/22,Active,4311 S FERDINAND ST,SEATTLE,WA,98118
001-0121595,1,6/9/16,6/9/21,Active,4504 D FREMONT AVE N,SEATTLE,WA,98103
001-0124094,1,7/18/16,7/18/21,Active,719 S KENYON ST,SEATTLE,WA,98108
001-0132170,1,8/4/17,8/4/22,Active,3020 SW 106TH ST,SEATTLE,WA,98146
001-0116857,1,2/23/16,2/23/21,Active,334 ERIE AVE,SEATTLE,WA,98122
001-0113657,1,11/29/15,11/29/20,Active,401 9TH AVE N,SEATTLE,WA,98109
001-0132588,1,10/11/17,10/11/22,Active,3920 A 1ST AVE NE,SEATTLE,WA,98105
001-0123629,1,7/5/16,7/5/21,Active,2320 43RD AVE E,SEATTLE,WA,98112
001-0115233,1,12/30/15,12/30/20,Active,1900 TAYLOR AVE N,SEATTLE,WA,98109
001-0132729,1,11/6/17,11/6/22,Active,1223 SW MYRTLE ST,SEATTLE,WA,98106
001-0110288,1,9/6/15,9/6/20,Active,2606 FRANKLIN AVE E,SEATTLE,WA,98102
001-0121588,1,6/10/16,6/10/21,Active,5509 KENSINGTON PL N,SEATTLE,WA,98103
001-0114713,1,12/29/15,12/29/20,Active,5409 RUSSELL AVE NW,SEATTLE,WA,98107
001-0129392,1,12/21/16,12/21/21,Active,2716 ELLIOTT AVE,SEATTLE,WA,98121
001-0117867,1,3/8/16,3/8/21,Active,1417 E SPRING ST,SEATTLE,WA,98122
001-0126728,1,10/21/16,10/21/21,Active,7525 25TH AVE NW,SEATTLE,WA,98117
001-0117864,1,3/8/16,3/8/21,Active,1410 E PINE ST,SEATTLE,WA,98122
001-0130667,1,2/17/17,2/17/22,Active,3012 27TH AVE W,SEATTLE,WA,98199
001-0101147,320,9/18/14,9/18/19,Active,2400 4TH AVE,SEATTLE,WA,98121
001-0130598,1,1/19/17,1/19/22,Active,4608 NE 103RD ST,SEATTLE,WA,98125
001-0120487,1,5/10/16,5/10/21,Active,513 17TH AVE E,SEATTLE,WA,98112
001-0116558,1,2/5/16,2/5/21,Active,13054 MERIDIAN AVE N,SEATTLE,WA,98133
001-0128143,1,11/16/16,11/16/21,Active,6824 OSWEGO PL NE,SEATTLE,WA,98115
001-0123566,1,7/2/16,7/2/21,Active,8436 26TH AVE SW,SEATTLE,WA,98106
001-0112958,1,11/8/15,11/8/20,Active,4120 W ARMOUR ST,SEATTLE,WA,98199
001-0114576,1,12/21/15,12/21/20,Active,1808 BIGELOW AVE N,SEATTLE,WA,98109
001-0130616,1,1/22/17,1/22/22,Active,6645 CARLETON AVE S,SEATTLE,WA,98108
001-0128734,1,12/6/16,12/6/21,Active,827 NE 89TH ST,SEATTLE,WA,98115
001-0123233,1,7/7/16,7/7/21,Active,2308 N 65TH ST,SEATTLE,WA,98103
001-0112493,1,10/19/15,10/19/20,Active,4704 SW HANFORD ST,SEATTLE,WA,98116
001-0116712,1,2/8/16,2/8/21,Active,11526 30TH AVE NE,SEATTLE,WA,98125
001-0128031,1,11/9/16,11/9/21,Active,518 NE 79TH ST,SEATTLE,WA,98115
001-0115649,1,1/5/16,1/5/21,Active,4019 31ST AVE W,SEATTLE,WA,98199
001-0116974,4,2/14/16,2/14/21,Active,1221 E BARCLAY CT,SEATTLE,WA,98122
001-0122028,1,6/15/16,6/15/21,Active,3835 E MCGRAW ST,SEATTLE,WA,98112
001-0115666,4,12/31/15,12/31/20,Active,312 FULTON ST,SEATTLE,WA,98109
001-0122893,1,7/8/16,7/8/21,Active,3619 CARR PL N,SEATTLE,WA,98103
001-0121269,1,6/2/16,6/2/21,Active,5523 CANFIELD PL N,SEATTLE,WA,98103
001-0129415,1,12/21/16,12/21/21,Active,7728 15TH AVE NE,SEATTLE,WA,98115
001-0124776,1,9/7/16,9/7/21,Active,4719 45TH AVE S,SEATTLE,WA,98118
001-0120122,2,5/3/16,5/3/21,Active,1128 N 93RD ST,SEATTLE,WA,98103
001-0132736,1,11/7/17,11/7/22,Active,2040 43RD AVE E,SEATTLE,WA,98112
001-0111673,1,10/14/15,10/14/20,Active,13717 A GREENWOOD AVE N,SEATTLE,WA,98133
001-0114133,3,12/8/15,12/8/20,Active,3445 33RD AVE W,SEATTLE,WA,98199
001-0116789,1,2/11/16,2/11/21,Active,12726 10TH AVE NE,SEATTLE,WA,98125
001-0113155,1,11/19/15,11/19/20,Active,3414 23RD AVE S,SEATTLE,WA,98144
001-0118752,1,3/22/16,3/22/21,Active,2011 E FIR ST,SEATTLE,WA,98122
001-0114989,1,12/22/15,12/22/20,Active,2643 22ND AVE W,SEATTLE,WA,98199
001-0123861,4,7/8/16,7/8/21,Active,3247 28TH AVE W,SEATTLE,WA,98199
001-0116825,1,2/11/16,2/11/21,Active,12024 A 28TH AVE NE,SEATTLE,WA,98125
001-0117379,4,2/25/16,2/25/21,Active,302 31ST AVE,SEATTLE,WA,98122
001-0114932,1,12/28/15,12/28/20,Active,1927 S BAYVIEW ST,SEATTLE,WA,98144
001-0123165,1,6/29/16,6/29/21,Active,743 N 86TH ST,SEATTLE,WA,98103
001-0114484,4,12/15/15,12/15/20,Active,2415 NW 62ND ST,SEATTLE,WA,98107
001-0120333,1,5/8/16,5/8/21,Active,1711 E OLIVE WAY,SEATTLE,WA,98102
001-0131882,1,6/27/17,6/27/22,Active,11900 LAKESIDE PL NE,SEATTLE,WA,98125
001-0128928,1,12/13/16,12/13/21,Active,6824 20TH AVE NE,SEATTLE,WA,98115
001-0129266,1,12/21/16,12/21/21,Active,5862 NE PARK POINT DR,SEATTLE,WA,98115
001-0113613,1,11/25/15,11/25/20,Active,7000 CLEOPATRA PL NW,SEATTLE,WA,98117
001-0111784,1,9/28/15,9/28/20,Active,3217 EASTLAKE AVE E,SEATTLE,WA,98102
001-0111699,1,9/28/15,9/28/20,Active,1550 EASTLAKE AVE E,SEATTLE,WA,98102
